donor,recipient,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
NOR,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91527237.14,18503098.7,,,,,,,,,24501749.99,,
NOR,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272808.1,677882.58,384661.43,1081935.69,602903.76,2472961.19,464342.14,205977.58,1879173.29,4670514.63,4223158.1,3708191.5,2879433.52,2891367.4,5081284.59,4453762.1,,
NOR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199719.82,,186616.69,,,,,,,,1923912.09,8113252.98,3030170.71,12042797.69,905105.43,8091665.09,5579111.63,17980522.9,16205207.4,12255634.8,13515206.23,4274616.59,10749659.63,1628600.28,2884768.83,3442628.91,12712363.43,508228.19,1616834.63,775232.55,,
NOR,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425770.7,,187690.91,,,,,,,
NOR,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128283.19,,,,,,,,,2409566.73,2869976.83,4753820.84,6670045.72,11661609.62,9520945.66,9716960.46,5435189.13,8676784.6,8562254.38,7932829.56,7750377.46,8508953.15,30730250.91,14402242.61,9691233.35,10111474.11,,
NOR,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195161.66,153367.77,752821.64,32797539.55,1325586.51,78856.86,6238120.21,,384272.1,4813594.27,,10343896.13,5102906.68,2270748.18,1165045.71,7474556.18,283017.77,530482.99,,,375070,87332.21,1309887.51,123846.7,819253.05,1335249.59,525884,129003.09,,
NOR,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,1136969.11,609666.81,160139.73,291173.3,22790.22,,,,,1279336.13,208580.17,308433.96,324944.34,246391.54,35715.44,,,,,,896700.09,2074410.23,3450488.59,4997833.19,4087790.82,9209463.45,3366661.06,343635.83,553033.24,3115771.2,13227914.18,15912913.42,8321060.46,10713110.59,40037719.33,31094271.67,21971592.28,,
NOR,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40333.01,47011.1,,18976.29,,,,,,,224197.46,90358.79,,,,,
NOR,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748281.47,,197836.5,,,,,,,
NOR,MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167742.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10083.25,,12374.2,2066246.63,12199461.34,1500077.06,10908216.61,16029739.3,17398091.7,17297033.73,15180751.48,13794431.48,8850975.76,6547056.03,9755002.09,,
NOR,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,1431311.36,1241010.66,1496850.1,1563863.15,5777320.04,2530702.62,12354295.9,,3634540.15,1349036.34,966216.94,20718331.81,13398400.17,10128162.12,8598933.55,9542637.94,2553362.75,26580869.97,,4393747.53,513965.87,12360373.95,14603428.76,6313037.88,16942703.96,2909335.98,4732607.54,20470530.61,3984261.02,5919194.29,2096266.67,7618469.66,42652448.15,7987717.29,28652342.79,17971750.29,12364564.85,,
NOR,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12730.25,,1755436.89,891511.28,12033985.68,1818102.43,1844944.87,10185924.18,3962429.65,785361.93,3192006.17,23414299.05,30053274.24,14967768.93,51910016.68,86427473.32,51341451.7,61752200.49,120096890.14,44877167.73,49953483.82,52381162.1,57637092.87,,
NOR,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471476.29,79187.15,,13312724.7,83100.27,,,2431366.46,,,37917.94,234217.18,292414.28,240862.77,235109.84,421273.58,271651.37,35617.15,383239.88,260433.9,1816934.19,958002.26,211857.43,2089783.74,,359882.17,913944.64,,
NOR,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546808.14,,153367.77,,,113719.17,4455589.2,,,,,,7641424.68,2233226.7,,3069548.4,,,,39649.37,16800.82,4760.54,208345.55,202164.28,3092100.92,1078109.48,,,11535.1,,
NOR,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12319945.96,,259714.11,,163815.14,,,,5001492.2,,10340484.54,7963481.65,41137.87,18889458.41,553351.83,962718.85,2355351.69,10526968.71,13499993.42,14481565.47,12302805.32,7130040.39,7331895.32,29643038.61,3447442.24,6008273.98,14103976.46,5243345.67,1970971.64,11092550.24,4196778.66,2137341.25,11026636.53,10700716.26,,
NOR,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13664.41,7400.82,,45648.28,46207.47,,
NOR,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500072.12,,1288817.31,424341.83,,,,4211894.99,,176259.18,214624.87,373656.48,679448.69,1051000.18,557089.59,2042620.47,139830.31,24053.66,933489.51,684721.11,539050.17,998367.49,398439.25,195786.84,442517.91,51605.5,,
NOR,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79047.7,55722.4,36422.67,,,,,,73466.01,,,58349.07,46537.76,46356.36,72605.13,,,34217.1,,21428.72,30761.83,,43165.35,1388518.18,,,
NOR,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19796.79,,,,,,,,,,733524.28,614790.24,671152.61,454079.42,1974889.36,2694471.62,32978.84,282638.08,624775.86,85973.49,453819.48,609107.84,,,104247.74,17076.96,,
NOR,"Middle East, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132876.99,,,,,,,,,,,,,,,,1551948.58,11460623.39,2302161.3,2422922.61,9845440.17,8035693.84,2540965.92,5293571.2,795772.49,1415377.73,2040048.49,3310885.25,3646880.87,11087354.65,10140174.72,11456432.37,,
NOR,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057262.63,1361968.89,1761750.11,3458753.32,1827284.51,3322549.54,3022114.36,3136724.85,6916990.74,3279919.88,,
NOR,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10791207.87,163636.76,5258053.46,503038.22,4427710.06,4146732.45,401844.37,5755541.95,3555807.49,1687558.89,405668.9,791907.88,1193596.62,936974.91,546341.17,600766.92,,
NOR,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4114754.09,3760211.65,5637921.13,,
NOR,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83237.3,157367.57,175937.29,85190.2,,38425.35,56375.78,540963.1,1152952.27,114415.23,155417.12,4706.58,,9556.57,,
NOR,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290247.93,,,43755080.33,1543520.56,38980152.55,61609369.16,11929526.73,12051391.34,,21530986.62,39723789.89,118082958.33,87776521.77,18882958.46,35269918.78,42577349.11,93209236.06,63177544.22,96956474.42,88373497.35,58450879.08,80262053.87,63358605.68,11817347.53,84807901.85,38477906.43,148579395.57,63452206.33,80878424.97,61683312.55,79798861.18,123172803.46,67704421.41,35535827,139100686.64,,
NOR,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65009.68,,,,,,,2488953.17,368082.65,3004824.58,1411982.93,22257700.6,,,,,,,753322.86,1550167.46,1541296.99,1816011.21,3072568.23,4815639.6,5174050.2,4531429.19,5352495.1,6758136.85,7648830.97,9456914.96,7005133.1,8782186.21,10289111.76,26887369.61,24820823.62,,
NOR,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,90321.01,,,,,,,,,,,,,,,,8853629.28,39411303.1,978745.14,48155194.11,5150700.04,5829559.69,24175044.23,18943289.67,5875871.9,10182025.77,17096775.19,7649650.01,2206216.19,6461074.12,1862255.58,769769.18,1657610.54,870247.78,13223559.27,3634655.15,,
NOR,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35978.92,,,,,,,,
NOR,"N. & C. America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049072.29,6384463.13,7700303.7,9920676.04,,8215012.49,13709113.52,6077772.62,11923012.48,6222057.58,256899.2,7809284.53,18241370.6,17113562.52,5732776.33,49890904.31,25864672.01,3360265.4,12707742.53,6191728.71,15614297.07,26006033.36,8295709.1,,
NOR,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,3312793.24,858049.58,2972787.03,2723928.96,,,436780.86,13464257.75,198744.51,4516656.42,3177780.18,1851031.36,19449889.81,3828971.46,1295303.43,22929.31,96946.46,2162375.99,,9053937.97,16036623.44,9194137.6,5780007.7,13241644.64,6651671.72,5313360.5,68743292.74,17234153.63,65432909.48,21976658.95,19910949.51,89465215.63,9775346.71,34263193.67,51308012.39,29282303.14,66236139.11,,
NOR,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321370.54,8533382.68,14428524.68,30153253.24,30876259.49,32303021.72,23609767.6,104616791.79,12534341.19,21149729.83,29239632.27,40174059.74,43077853.51,25349005.59,23451626.32,25795907.67,15977220.85,48906553.59,2987050.1,15681627.93,17385358.97,9716620.02,9006474.63,13449984.87,28911371.45,8447619.31,13931273.64,28823813.88,,
NOR,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,3862126.34,,10009956.09,,,,,129680.79,,,11284169.16,2936924.5,10254816.09,12376636.67,3371956.87,,,1203398.57,,1021118.33,1124479.96,11063919.48,1108908.93,1697955.75,1446264.21,5898547.43,639222.79,761822.47,3869080.56,489402.13,272156.13,5299480.27,2737613.25,163222.05,1594908.69,1515657.97,,
NOR,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,2475937.81,205931.9,1692321.96,30799864.9,,1073082.34,812615.56,,,,,24943.95,22968.26,78466.23,1098691.72,,,,,,295048.99,182564.72,353201.89,2628750.2,1293373.13,456515.27,1342851.95,377389.45,1795161.7,4054384.39,9093411.31,6078553.9,4211732.1,2390979.72,1793941.08,41654219.32,2229899.33,,
NOR,"North of Sahara, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5418.02,,,292069.99,391851.84,755571.62,3200447.05,254398.12,,,
NOR,"Oceania, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3959357.6,1488474,,,,,,,1442361.26,,,172855.74,162326.57,37795.12,,,,,,,,,,,,,,
NOR,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18071.76,,,,,
NOR,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,9909522.65,43565616.1,35131171.48,27328741.69,17804857.14,41659619.95,39371223.77,34962750.32,38655806.41,36699351.07,3537849.41,79056889.18,43489074.32,44843867.67,22101136.91,9306600.96,5686236.45,72084328.17,16809372.04,24649773.61,3538810.45,10399361.64,5620116.17,5472368.77,5277597.27,6418051.54,17110508.75,7467292.13,9305771.64,36551857.47,25350353.46,2857851.35,103086602.14,20286495.59,11866710.19,56338743.29,59298106.07,,
NOR,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17312182.33,99345953.37,76333308.47,24221424.93,93989010.11,31344048.23,63415397.92,104633641.39,61040566.99,78172300.96,70630633.29,76390020.14,97447397.02,108834284.92,111886740.42,100933245.08,,
NOR,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248786.55,,280196.46,,,,,,,,,,,,,,,,,,,24832.1,,,,,,
NOR,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483054.82,,,45567.35,,,,,,,,,,,,63690.29,,,44522.28,53531.88,476575.91,356312.7,41949.09,273463.98,,,36508.65,,69705.36,,1407420.95,222986.75,,
NOR,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,427084.85,130965.46,113674.31,156309.31,64809.68,112073.01,45074.77,85834.64,,,,,,,,,,,,,1055777.7,992380.28,280026.29,1191316.62,1192227.49,1752053.52,5156126.48,5846779.85,291756,458211.7,32050.4,507318.21,133927.02,866411.74,315224.96,737529.85,,,
NOR,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506141.11,224069.02,274194.8,,1525558.74,,194769.62,23832.98,233119.01,307533.92,1745963.96,2743625.81,425049.07,,,,,,2364539.18,3404312.6,4608622,4501451.25,4542408.25,4182373.78,8232888.75,3173980.77,1722127.63,1824667.61,293920.76,369337.8,3071272.04,1103237.84,3496714.43,2143779.92,1276735.64,,
NOR,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032548.78,342384.3,,587560.29,1246896.18,4755070.72,,235015.38,2248393.91,,10171193.74,3820637.55,4659453.65,8322669.32,6069522.36,,7839150.92,8980873.26,13241846.01,7063994.14,6717491.27,9177199.12,2821495.7,5801617.83,2714964.59,5210287.38,5227179.9,666104.88,2513168.26,797989.78,2106567.25,2958293.05,5379015.9,61248321.51,1670392.92,1634873.69,,
NOR,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861612.92,,118683.24,,,,,,,
NOR,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284132.12,,704399.11,,,,,,,
NOR,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39899819.27,,21701747.52,,,,,,,
NOR,RQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382968.5,,,,,,2656329.59,15443788.23,24455917.62,41123099.46,21040985.94,17876747.24,11708632.95,7426750.37,3509334.11,9910000.91,8363183.33,6840750.43,2938931.81,2357762.1,4440279.73,2170673.71,2426713.19,,
NOR,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16154.97,,,,,,,,,,,,,,,,,,,,,205446.2,34422.4,33618.4,,,,
NOR,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35949.67,,,,,2710.09,18041.42,79748.87,,,18071.76,,,,,
NOR,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3293823.63,1024095.51,,,,,,,,3262906.6,1461684.73,1789181.68,1567235.82,,4468384.8,1537088.42,,,1097250.45,2390558.89,2493443.99,47759131.24,2395484.15,2376102.3,9071047.76,2598732.98,95090.84,2222919.91,237805.42,532561.56,188686.46,116175.59,503126.94,80462.6,11916.09,,
NOR,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9649725.74,21699113.74,204927269.95,61045306.99,56276503.97,1957239.9,66187547.65,50773142.55,60545389.48,36256938.94,40606148.51,70950475.29,18101528.41,,
NOR,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712194.29,,,,,,,950245.82,54973.2,1705787.62,1361430.03,303476.12,,1198928.96,,,,,,,,,,,32417.33,8086.96,13205.83,8699.9,,,,,,,
NOR,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64425.21,315523.38,,,489250.52,,95024.59,204831.66,380580.18,,,,,,,15743055.63,971006.85,6709971.57,3043277.49,7238101.31,8067362.02,14163017.96,15975227.33,17622306.71,18433365.07,6325915.24,8463340.55,3038807.79,2692347.8,1722001.73,3460737.68,2857261.25,,
NOR,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516240.71,,,,,,,,,
NOR,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103773.43,2710.09,72605.73,,,,,,,,,
NOR,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15771.36,,,,,,,,
NOR,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423979.54,2900877.82,671750.83,1109807.93,867510.65,849103.17,,,3851418.45,,,,16187998.98,9398372.62,11016096.05,10327509.43,18243071.22,17186281.46,25596995.35,7481761.93,9795569.45,16150251.74,56415562.68,44039438.73,37699149.8,35471247.68,41072504.32,36206869.71,36182050.21,,
NOR,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33692165.28,53668388.63,28636721.7,22326678.34,28858791.76,10005383.17,28327604.02,47874786.72,57626586.45,19486554.36,8005664.12,16791241.16,28307962.27,27106949.37,3833678.03,7230386.8,36828933.65,,
NOR,"South America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16190.74,,,,,,,,,,,,,,1466313.28,9453.94,1566837.79,484038.23,97036.22,7449733.38,2451159.95,2085997.27,15259228.09,2708539.16,2694867.64,,
NOR,"South Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601960.36,2866972.48,,
NOR,"South & Central Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303017.07,34066.9,46902.81,,,,,,164624.01,545778.23,434345.15,6386512.28,6174468.51,160248.04,217549.55,822628.83,846609.21,,,
NOR,"South of Sahara, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,323199.34,6425282.13,1788580.05,,,,271083.47,,1822693.81,,539854.55,57457801.6,15895539.06,134158300.85,31333036.23,5075132.27,7181874.03,48635318.05,21207454.74,15759917.86,2115110.21,1365524.77,5508912.3,46607359.26,20832776.51,5183237.39,12960007.11,9259065.76,48527937.85,26494230.55,38918571.97,12308543.12,30949884.04,67649820.94,22348856.17,50468676.24,139867093.68,,
NOR,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,699516.93,793921.68,1053769.2,922455.95,7116957.5,4272867.57,36907348.01,23598355.76,1920368.79,25627081.31,1837345.87,57509708.75,46089758.59,17839843.65,11850452.81,2882348.72,68621623.79,5687227.14,6889456.8,3735594.45,27935451.45,28366402.13,14239567.45,61648422.99,31566051.97,15024069.03,22768774.16,20020992.24,22285993.96,30539852.6,33115304.28,50321864.36,71076076.82,37505267.16,41387030.5,23308047.01,38844683.81,,
NOR,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101387.59,,,,,,,,,,,,,
NOR,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162569.84,,,,,,,,,,,,,,24210.4,,,,,,,,,,,,,,
NOR,Sts Ex-Yugo. Unspec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16816871.84,,,,,,,,,,52328241.4,73485715.17,121745463.93,106368148.23,11765176.32,22842570.61,31687424.2,14705738.57,,71781584.76,19749792.63,19078650.31,,18286210.07,36980.24,834853.22,,,
NOR,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125424.95,,
NOR,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,10405864.5,2958013.05,41631894.4,33109854.77,2314631.43,35684182.1,,10641812.73,1288242.01,75238706.76,,1227777.79,13234986.7,1993876.2,665509.44,690576.76,524396.87,2534043.96,,,11988883.11,15539968.67,20664327.07,20139279.42,12446564.47,37059605.26,36215685.55,21893111.79,22740083.02,46366562.12,34954369.91,79427435.33,199237285.76,72797862.57,87320307.81,187280038.2,88445706.39,,
NOR,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51560.97,36508.65,,,,,,,
NOR,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,106665.31,297156.12,2482983,16939.93,590409.07,24830.55,14601.69,4488.09,,250471.08,,65725.34,628050.02,,1116372.63,,,,,,30215.86,,628906.78,623311.89,1527406.97,150454.85,583665.48,,,301007.76,93732.04,,,477782.88,673571.22,4680305.58,,,
NOR,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.7,,919016.33,165921.54,953082.58,1599158.86,2212006.16,188902.82,1096911.8,,2987204.55,1734065.8,1791633.57,986718.02,1145500.79,580381.28,46508.66,,
NOR,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592467.85,1763011.21,1879229.95,1536986.49,1701452.81,1702715.17,1234488.39,1472828.84,1269071.61,1370091.65,2799600.94,2011998.86,2373379.13,1924039.89,3195735.44,2939795.81,6273054.13,,
NOR,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,96838602.56,72222017.77,25034071.21,23764157.52,5211837.78,20930809.92,138965513.54,71227045.55,150836600.8,79421033.31,264865.73,181803914.82,138743325.6,318188524.78,132942758.79,53580394.64,65118217.8,105213087.19,312507866.42,61539736.97,96163752.44,56381626.93,168884951.72,73734424.11,26899363.7,64606397.57,103368711.45,70856762.14,177675024.35,122181837.66,128124435.57,46128065.16,154454714.63,124173462.6,88977135.55,260476948.75,79727016.11,,
NOR,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92437.79,15668.27,,30473.08,,1851173.4,2693913.15,,1447937.08,,780871.67,10179081.45,,9538405.71,,7892489.51,,2754975.49,4471796.75,9210329.81,5947180.9,2169251.45,2375560.12,1478618.14,9952113.54,1161848.05,278023.55,764437.94,1456566.6,13368074.25,6486728.65,3922614.02,984464.78,548211.8,,
NOR,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7140006.56,10238463.71,22371204.43,14995954.64,4886782.46,10314447.63,16811554.59,10688057.29,16517869.71,15715929.22,,
NOR,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008421,,,,,,,,,,3411575.24,,,,,,,,,112932.41,5530.72,,,10648.81,109929.48,75640.44,143244.66,401322.29,340617.1,1158078.93,81064.75,,,79638.12,,
NOR,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273404.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25886.5,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19533274.32,,,,,,,,17817.11,,,,,,,,,136267.6,,,23505.55,771235.6,,515965.47,81070.35,2710.09,108908.6,104325.55,109526.15,38894.88,,,735.7,,,
NOR,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2539423.62,,,,,,,,,,,,,,6813.38,118741.28,516838.65,398211.69,1226929.05,1536808.2,8053606.37,428600.99,540243.5,502299.67,11155159.04,2138095.65,841071.9,820457.84,441400.7,112349.11,162461.77,,
NOR,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163135.35,153990.98,249181.87,210163.66,182543.65,26642.82,32701.28,4769.61,567401.2,1062372.57,,
NOR,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260620.84,,3769466.81,2823965.87,2091705.01,2979233.26,,12552727.02,7716183.84,7822090.69,8726891.65,54273017.11,36801189.23,17885383.03,32061571.32,56566513.66,47151737.15,44689941.4,47885176.48,56257317.23,54535173.36,23326656.14,88247611.51,39981864.01,34373861.71,66826005.01,85336993.51,78844626.98,,
NOR,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409184.43,,348878.09,263886.68,594474.8,4233574.12,7734237.08,4845571.01,,
NOR,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105374.49,,,,141574.82,528415.1,,,,,,,169445.8,294181.53,313733.16,93745.67,38467.63,80513.68,209078.95,,,,,,,,1680920.04,,557466.87,,
NOR,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4842.08,,,59361.92,753389.63,715743.48,1717564.7,1307894.36,639425.71,508935.15,12758.18,241512.36,290270.3,,
NOR,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28218.22,,,,,,
NOR,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129639.86,,,,,,,28438.46,,,16592.15,172700.82,8132.69,,647374.72,282287.98,107707.31,242734.98,353608.91,493436.76,206362.27,313185.33,55945.27,47782.87,,
NOR,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062810.04,64924628.6,19249915.57,13283135.62,100883161.71,23299211.7,24123461.81,,,,3959357.6,,,1060854.57,,,,,,1258994.17,12393918.34,12971958.71,15666864.44,8479556.6,17517282.15,17600784.92,13932554.55,14335811.53,19054699.55,35097378.38,9551605.3,16189462.65,16573179.52,24830088.27,27735622.02,16412732.22,,
NOR,"West Indies, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142397.95,,,,744237,,,,,,,,1587813.83,,61075.69,,,390098.25,,,10805.78,46203.65,,,,,,,,,
NOR,YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,836855.44,,,21559.91,431589.74,962351.52,1043703.11,,,,,19385.97,3012230.26,2801964.65,516636.18,,,,,,168260.87,17811.19,,121675.79,218969.58,31717.51,4460365.25,659576.9,70754.08,435986.43,402038.29,511122.49,467964.42,282780,,45044.81,597222.23,,
NOR,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,74837961.7,5158454.56,2464914.03,2250209.8,37721370.34,8657137.07,9840266.53,51781291.28,1788700.55,11879407.19,2426278.11,94786625.06,50752314.52,71751492.26,52646322.61,23455331.96,59134737.22,74395079.3,56185174.89,57709601.18,58745260.65,141066426.3,119866522.06,11513571.86,11722404.62,32825995.5,74601908.8,34125022.64,29568932.65,38580887.48,126405354.84,58559480.81,79363099.74,56917950.18,126785215.84,22321230.6,27639526.93,,
NOR,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541375.36,39860392.58,32351240.55,1261265.39,22853016.15,32482008.44,123946756.86,95491763.45,46472983.94,14396178.34,15492006.72,30656578.51,42301183.11,21010094.77,27735020.6,14517577.08,6001105.42,14273104.31,18519230.12,39493293.24,9292401.48,13078494.42,14852144.54,13732667.62,6966513.78,11360290,11756797.68,10432614.95,14949332.83,31160989.9,,
(OFID),AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12149704.97,,9013918,,,,,,,,,,,,,,,,,,,497340.19,,,,436371.79,,,34016.63,,,,,,
(OFID),"Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575019.84,405342.94,,45919.04,380774.75,647088.34,27909.79,67390.53,651311,86756.13,726209.17,418895.6,383662.44,642550.02,811133.28,,12785693.33,26344270.83,1396105.13,8050603.05,5530831.26,1626349.98,,29500000,,
